sample,FG001,FG002,FG003,FG004,FG005,FG006,FG007,FG009,FG010,FG011,FG013,FG014,FG015,FG016,FG017,FG018,FG019,FG021,FG024,FG026,FG027,FG031,FG032,FG033,FG034,FG035,FG100_B,FG101_B,FG102_B,FG103_B,FG104_B,FG106,FG107,FG108,FG109,FG111,FG201,FG202,FG203,FG204,FG205,FG206,FG207,FG209,FG210,FG211,FG212,Q314,Q316,Q318,Q323,Q324,Q325,Q326,Q330,Q332,Q334,Q338,Q339,Q347,Q351,Q352,Q353,Q354,Q355,Q356
6052,0405,0404,0404,0404,0404,0404,0404,0410,0404,0404,0406,0104,1010,0404,0404,0404,0409,0404,0104,0404,0407,0404,0404,0404,0404,0404,0104,0404,0406,0404,0104,0404,0410,0407,0404,0404,0410,0404,0404,0303,0404,0404,0104,0404,0404,0404,0404,0404,0404,0407,0404,0408,0409,0404,0404,0404,0404,0404,0404,0404,0404,0409,0909,0404,0404,0000
6055,0408,0104,0304,0101,0104,0104,0104,0104,0404,0101,0406,0404,0104,0306,0104,0104,0103,0304,0101,0808,0404,0406,0406,0404,0606,0404,0106,0104,0104,0101,0304,0606,0404,0101,0404,0404,0101,0406,0404,0408,0104,0101,0101,0404,0101,0404,0101,0304,0404,0104,0104,0406,0407,0405,0106,0104,0406,0606,0608,0404,0101,0101,0404,0406,0808,0406
6060,0105,0101,0101,0106,0104,0101,0106,0101,0106,0102,0101,0101,0106,0101,0101,0101,0101,0102,0104,0000,0101,0000,0101,0101,0101,0000,0104,0101,0101,0104,0607,0106,0101,0104,0101,0105,0101,0101,0101,0106,0101,0101,0101,0104,0103,0101,0104,0101,0101,0101,0102,0106,0101,0101,0101,0101,0102,0000,0101,0101,0106,0106,0101,0506,0101,0106
6062,0105,0505,0505,0505,0505,0505,0505,0606,0505,0509,0505,0505,0000,0205,0505,0505,0505,0506,0505,0506,0505,0505,0205,0506,0606,0505,0205,0505,0505,0507,0505,0505,0205,0609,0505,0506,0205,0505,0505,0508,0505,0505,0205,0505,0505,0305,0505,0206,0506,0505,0205,0405,0509,0506,0505,0505,0505,0000,0506,0000,0205,0505,0505,0205,0506,0505
6070,0404,0104,0104,0404,0404,0104,0404,0104,0104,0104,0404,0404,0101,0104,0101,0404,0404,0404,0404,0404,0405,0000,0404,0404,0104,0404,0104,0404,0404,0404,0104,0404,0101,0101,0404,0101,0404,0104,0104,0101,0104,0404,0404,0104,0104,0404,0404,0404,0404,0104,0104,0404,0102,0104,0404,0104,0104,0104,0104,0104,0404,0104,0000,0404,0304,0404
6071,1010,0000,0000,0505,0510,0505,0505,0000,0505,0510,0105,0505,0505,0505,0505,0505,0000,0505,0505,0505,0505,0505,0505,0505,0505,0000,0505,0511,0505,0510,0505,1010,0505,0507,0505,0305,0505,0202,0510,0505,0510,0505,0505,0505,0506,0505,0505,0505,0205,0508,0511,0505,0512,0511,0505,0505,0000,0505,0405,1010,0505,0513,0000,0505,0505,0505
6072,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0000,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0103,0101,0101,0102,0101,0101
6081,0509,0909,0409,0909,0909,0909,0909,0909,0909,0309,0000,0413,0409,0709,0909,0509,0209,0609,0709,0909,0909,0709,0909,0909,0209,0709,0709,0609,0909,0909,0909,0404,0709,0909,0209,0909,0909,0909,0709,0409,0909,0909,0309,0909,0911,0913,0404,0914,0909,0102,0209,0909,0915,0909,0000,0915,0107,0000,0915,0707,0509,0713,0000,0313,0809,0609
6082,1010,1010,0610,1010,0405,1010,0000,0303,0610,1010,0107,1010,1010,0110,1010,1010,0110,0110,0610,0808,1010,1010,0101,0000,0310,1010,0000,1015,1010,1010,0110,0101,1010,0109,0110,0110,0310,0000,0110,0110,0310,1010,1010,0808,1010,0610,0808,1010,1011,1010,1012,0000,0607,0110,0306,0101,0610,1010,1010,1010,1010,0000,0510,1010,1010,0107
6088,0606,0606,1111,1111,0208,1111,1111,0000,0505,0606,1111,0611,1111,0000,0111,1111,1111,1111,1313,0303,0505,1111,0606,0311,1111,0202,1212,0202,0606,0606,1111,0606,0211,0102,0000,0206,0000,0606,1212,0606,0000,0607,1111,0606,0911,0606,0612,0211,1111,0000,0404,1111,0404,1111,0606,1111,0606,0206,1111,0303,1111,1111,0000,1111,0606,0808
6092,0417,1718,0000,0000,0618,0110,1313,0000,0113,1717,1717,1313,0516,0000,1717,1313,0000,1818,1717,0517,0404,1717,0000,1717,1717,1718,1317,0712,1517,2020,0318,1317,0517,1213,1313,0101,0000,1717,1313,1717,1818,0113,1717,1317,1718,1318,0000,1718,1717,1316,0518,1718,1317,1318,0317,0506,0921,0000,1718,0417,1318,0318,1317,1719,0517,1317
6097,0809,0606,0606,0406,0608,0306,0606,0606,0606,0000,0609,0709,0909,0606,0000,0606,0000,0606,0606,0104,0606,0000,0000,0606,0606,0606,1010,0808,0608,0606,0606,0606,0608,0000,0606,0606,0106,0506,0606,0606,0000,0101,0606,0606,0606,0606,0000,0606,0606,0606,0609,0609,0406,0000,0606,0000,0505,0606,0606,0606,0606,0606,0609,0404,0606,0606
6100,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0102,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101
6102,0308,0808,0000,0808,0000,0808,0708,0606,0000,0308,0000,0708,0307,0000,0708,0000,0307,0707,0000,0000,0707,0000,0000,0000,0707,0808,0306,0000,0606,0303,0303,0000,0000,0708,0000,0708,0708,0808,0308,0607,0308,0606,0000,0000,0101,0808,0000,0608,0303,0808,0000,0708,0708,0808,0303,0708,0000,0308,0708,0708,0303,0000,0707,0808,0707,0808
6109,0108,0308,0808,0808,0811,0000,0808,0808,0808,0310,0000,0000,0808,0808,0808,0808,0000,0808,0000,0811,1111,0808,0808,0808,0808,1010,0000,1313,0207,0810,1111,0808,0000,0808,0809,0808,0808,0303,0808,0811,0000,0000,1011,0808,0000,0808,0808,0810,1112,0808,0810,0308,0308,0000,0808,0308,0408,1010,0308,0808,0808,0308,0808,0811,0000,0808
6113,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0204,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202,0203,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202
6118,0202,0303,0303,0000,0303,0303,0303,0203,0303,0707,0306,0707,0303,0203,0000,0303,0000,0303,0303,0000,0303,0203,0303,0303,0505,0303,0303,0202,0303,0303,0303,0304,0303,0303,0303,0303,0303,0303,0303,0303,0105,0303,0303,0707,0203,0308,0303,0303,0303,0303,0303,0203,0303,0303,0303,0303,0202,0303,0303,0303,0000,0000,0303,0000,0303,0307
6119,0505,0505,0000,0505,0505,1010,0000,0505,0711,0507,0505,0505,0000,0509,0505,0505,0508,0505,0505,0808,0505,0105,0000,0405,0505,0505,0505,0505,0505,0507,0809,0505,0808,0505,0000,0505,0305,0505,0505,0808,0505,0505,0506,1112,0505,0406,0505,0505,0505,0808,0505,0505,0505,0510,0505,1313,0505,0000,0505,0508,0205,0101,0505,0505,0505,0505
6123,1414,0715,0000,1414,1414,0714,1414,0514,1314,1314,1414,1414,1414,1414,1414,1414,0000,1414,0714,1414,1414,0000,0000,1114,1419,1414,0814,1414,0514,0202,1313,1314,1418,1414,1414,1416,0722,1010,0614,1420,1414,0000,0714,1414,0000,1314,0505,0719,0707,1717,0303,1414,1421,0000,1414,1414,1414,0514,1419,0507,0714,0512,0000,1414,0914,0714
6126,0303,0000,0303,0000,0312,0303,0303,0303,0303,0312,0303,0303,0000,0303,0303,0312,0304,0303,0303,0303,0303,0103,0000,0303,0303,0303,0303,0303,0303,0307,0303,0303,0203,0312,0312,0000,0303,0303,0312,0303,0303,0312,0303,0000,0303,0303,0303,0304,0312,0303,0000,0303,0303,0310,0305,0312,0000,0000,0312,0312,0303,0304,0312,0312,0312,0000
6129,0303,0303,0303,0303,0303,0303,0000,0303,0303,0303,0303,0103,0103,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0000,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0000,0303,0303,0304,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303
6132,0107,0707,0000,0711,0107,0000,0000,0711,0000,0000,0000,0718,0707,0000,0107,0000,0711,0101,0707,0707,0000,0707,0707,0000,0000,0711,0707,0000,0711,0707,0707,0707,0707,0000,0000,0711,0000,0000,0000,0707,0101,0000,0307,0407,0711,0707,0000,0000,0107,0711,0722,0707,0607,0720,0000,0707,0000,0720,0000,0000,0707,0707,0707,0000,0707,0000
6134,0000,0505,0505,0707,0507,0511,1212,0000,0707,0512,0505,0506,0505,0505,0509,0505,0505,0505,0511,0000,0511,0512,0505,0207,0512,0505,0511,0000,0000,0505,0511,0000,0511,0000,0505,0000,0505,0508,1212,0514,1112,0000,0000,1112,0512,0511,0505,0509,0505,0512,0505,0508,0512,1212,0505,0505,0505,0505,0707,0000,0505,0505,1111,0505,0000,0505
6149,0404,0404,0404,0404,0404,0409,1010,0411,0408,0408,0712,0404,0104,0404,0404,0404,0407,0405,0410,0404,0404,0404,0000,0412,0404,0000,0404,0404,0404,0910,0404,0404,0409,0404,0204,0404,0000,0404,0404,0410,0404,0404,0404,0404,0404,0000,0404,0410,0404,0404,0810,0407,0407,0404,0406,0404,0404,0407,0104,0407,0409,0407,0407,0304,0409,0404
6153,0304,0304,0304,0405,0304,0304,0000,0304,0304,0304,0304,0304,0304,0304,0404,0304,0304,0304,0304,0303,0304,0404,0304,0304,0304,0304,0404,0304,0304,0404,0000,0304,0404,0404,0000,0304,0304,0304,0304,0304,0304,0304,0304,0304,0304,0304,0404,0304,0304,0000,0304,0304,0304,0404,0304,0304,0304,0404,0304,0304,0304,0304,0304,0304,0405,0304
6159,0204,0205,0202,0405,0405,0204,0404,0404,0204,0204,0404,0204,0404,0404,0204,0202,0404,0204,0204,0404,0707,0404,0202,0405,0205,0204,0202,0204,0202,0404,0202,0405,0404,0000,0000,0204,0204,0204,0404,0104,0404,0202,0404,0205,0000,0204,0202,0304,0202,0404,0202,0404,0404,0404,0404,0202,0404,0204,0204,0404,0208,0206,0202,0202,0404,0202
6162,0303,0303,0000,0303,0103,0303,0303,0303,0303,0000,0303,0303,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0304,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0203,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303
6167,0505,0505,0505,0505,0505,0000,0205,0505,0505,0505,0505,0505,0505,0505,0105,0000,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0305,0505,0505,0105,0205,0205,0505,0405,0505,0505,0505,0505,0505,0505,0505,0505,0505,0105,0405,0505,0505,0505,0505,0505,0505,0505,0105,0305,0505,0505,0505,0105,0505,0505,0505,0505,0105
6170,0303,0000,0303,0303,0303,0304,0203,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0304,0303,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303,0203,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0203,0307,0303,0303,0303,0303,0303,0000,0203,0303,0103
6173,0303,0306,0606,0606,0309,0608,0808,0808,0103,0103,0306,0307,0306,0808,0308,0106,0808,0808,0808,0000,0306,0000,0606,0000,0304,0808,0308,0306,0808,0306,0808,0108,0606,0609,0304,0306,0308,0608,0606,0108,0308,0308,0103,0809,0306,0608,0308,0303,0303,0308,0308,0308,0303,0608,0308,0308,0106,0306,0000,0306,0610,0311,0101,0608,0608,0606
6174,0308,0000,0404,0408,0411,0808,0808,0406,0909,0808,0808,0809,0404,0404,0408,0808,0808,0808,0108,0108,0808,0808,0808,0808,0606,1111,1111,0508,0104,0811,0808,0808,0000,0808,0808,0404,0808,0409,0808,0808,0404,0808,0608,1011,0811,1111,0808,0808,0404,0809,0202,0000,0404,0000,0808,1111,0409,0808,0808,0404,0404,0808,0000,0708,0408,0909
6175,0303,0303,0303,0103,0305,0103,0303,0303,0303,0303,0303,0203,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0000,0303,0304,0303,0303,0303,0303,0303,0303,0103,0203,0303,0303,0101,0303,0303,0303,0203,0303,0303,0103,0103,0303,0303,0103,0303,0103,0103,0103,0103,0303,0303,0303,0303,0303,0303,0303,0303,0303
6177,0608,0406,0606,0506,0408,0606,0606,0404,0406,0206,0507,0407,0107,0000,0306,0606,0606,0707,0606,0407,0208,0606,0607,0606,0606,0306,0808,0606,0606,0606,0506,0606,0608,0106,0607,0407,0606,0606,0306,0608,0608,0606,0606,0609,0209,0404,0606,0606,0606,0607,0407,0000,0606,0406,0609,0606,0607,0606,0608,0607,0606,0607,0000,0606,0608,0609
6184,0508,0814,1019,0000,0812,0714,0505,0814,1414,0414,0000,1114,0814,0208,0511,0814,1414,0809,0814,1414,0815,1414,1414,1014,0814,0000,1414,0514,1414,1419,1414,0000,1414,0814,1416,1417,0508,1414,1014,0508,0608,0814,0000,0208,0814,0819,0514,1414,0814,0214,1415,0814,1418,0514,0414,1414,0813,0000,0508,0814,1420,1414,0808,0508,0405,0320
6185,0303,0710,1010,0303,0310,1010,1010,0809,1010,1010,1010,1010,1010,1010,1010,1010,0000,1010,1010,1010,1013,1010,1010,1011,0310,0710,1010,1010,1010,1010,0310,1111,0303,1010,0310,1010,1010,1013,1010,0114,0310,1010,0710,1010,1010,1010,0207,1015,0310,1010,1010,1012,0510,1010,1013,0810,1010,0000,1010,0813,1013,0000,1010,0410,1010,0310
6189,0606,0606,0606,0606,0606,1313,0606,0606,0606,0606,0909,0606,0000,0606,0606,0000,0606,0606,0000,0606,0606,0606,0606,0606,0000,0606,0606,0606,0606,0606,0606,0610,0606,0606,0606,0606,0606,0406,0606,0606,0606,0202,0000,0606,0606,0613,0101,0608,0606,0606,0606,0606,0606,0611,0505,0000,1313,0506,0506,0606,0606,0707,0606,0606,0303,0606
6191,0512,0608,0606,0606,0202,0606,0000,0106,0107,0202,0606,0606,0606,0106,0106,0606,0606,0106,0000,0106,0000,0101,0000,0608,0606,0101,0106,0606,0606,0106,0606,0606,0105,0606,0101,0606,0606,0101,0207,0111,0606,0206,0209,0606,0109,0206,0606,0406,0109,0606,0606,0206,0211,0606,0606,0202,0106,0102,0606,0610,0606,0206,0000,0606,0206,0606
6200,0606,0909,0505,0000,0306,0606,0000,1014,0606,0306,0000,0606,0813,0303,0606,0606,0606,0613,0101,0303,0606,0909,0606,0606,0606,0606,1717,0606,0318,0606,0606,0000,0303,0303,0615,0606,0606,0616,0611,0606,0606,0404,0306,0206,0000,0606,0606,0303,1313,0808,0104,0613,0913,1414,0606,0404,0613,0606,0512,0606,0606,0607,0000,0606,0606,0609
6202,0101,0000,0606,0606,0610,0000,0707,0606,0606,0610,0606,0606,0000,0000,0606,0606,1010,0202,0606,0606,0606,0404,0606,0606,0000,0607,0606,0606,0606,0000,0606,1010,0606,0606,0406,0606,0404,0606,0606,0606,0106,0606,0606,0808,0609,0909,0606,0000,0606,0909,0606,0606,0101,0606,0306,0406,0610,1010,0606,0202,0109,0506,0606,0606,0707,1010
6204,0505,0305,0307,0305,0505,0303,0303,0305,0303,0505,0303,0305,0305,0303,0505,0303,0303,0305,0303,0303,0305,0305,0507,0305,0303,0303,0305,0505,0303,0505,0505,0303,0303,0303,0506,0307,0405,0103,0305,0305,0505,0303,0505,0305,0306,0505,0303,0305,0305,0305,0303,0505,0203,0505,0305,0305,0105,0303,0303,0505,0303,0303,0303,0305,0505,0305
6205,0102,0202,0209,0909,0109,0000,0000,0202,0202,0202,0909,0000,0909,0202,0102,0109,0000,0000,0209,0102,0909,0909,0000,0202,0000,0202,0000,0909,0202,0202,0102,0909,0209,0202,0202,0202,0202,0000,0509,0109,0206,0909,0000,0709,0202,0109,0209,0202,0202,0000,0202,0000,0108,0202,0000,0000,0202,0208,0609,0202,0202,0000,0609,0102,0609,0208
6207,0818,0914,0406,0620,1820,1418,0000,1415,0000,1418,0606,1414,2020,0413,1818,1822,1414,1418,0000,2020,1014,0000,1420,1318,1414,1818,0714,1414,0614,0114,0000,1820,0606,1420,0505,1420,1420,1417,1422,1414,0618,1418,0306,2222,0306,1920,1418,0614,1218,1420,1418,1818,1420,1418,0216,1414,0421,1818,1418,1114,1414,2020,0000,2020,1818,1414
6208,0204,0204,0202,0202,0202,0204,0202,0404,0202,0202,0202,0202,0000,0202,0202,0202,0000,0202,0202,0202,0202,0202,0202,0202,0204,0202,0202,0202,0202,0202,0202,0202,0202,0202,0303,0404,0202,0202,0202,0202,0202,0202,0202,0202,0202,0204,0202,0202,0202,0204,0000,0204,0204,0202,0202,0202,0202,0202,0102,0202,0204,0202,0202,0204,0204,0202
6216,0405,0404,0909,1010,0909,0404,0709,0509,0909,0909,0409,0303,0909,0404,0910,0409,0909,0909,0909,0404,0909,0909,0909,0909,0509,0909,0406,0000,0404,0409,0409,0410,0409,0104,0404,0404,0909,0909,0404,0409,0209,0509,0909,0910,0410,0508,0404,0409,0509,0909,0707,0909,0909,0309,0909,0909,0509,0000,0909,0909,0509,0509,0409,0909,0909,0909
6217,0308,0810,0303,0000,0308,0000,0310,0308,0203,0308,0203,0808,0310,0000,0000,0808,0808,0202,0808,0808,0808,0308,0303,0000,0308,0303,0303,0303,0808,0308,0808,0808,0000,0308,0808,0308,0303,0303,0303,0808,0309,0308,0308,0808,0000,0203,0303,0208,0808,0404,0000,0708,0808,0103,0810,0303,0000,0000,0308,0000,0812,0811,0303,0000,0210,1010
6222,1010,1111,1010,0610,0606,0303,0610,0612,0610,0610,0303,0103,1010,0310,0303,0303,0000,0303,0303,1010,0000,1010,1010,0000,1011,1111,1010,1010,1012,1010,0607,1010,1010,1010,1011,0000,1010,1011,1010,0609,1010,0303,0310,1010,1010,1010,0303,1010,0303,0305,0000,0310,0000,0206,0710,1010,0310,1010,1010,1010,1010,0303,0310,1010,0311,0606
6227,0808,0205,0208,0000,0111,0408,0808,0508,0202,0408,0606,0208,0808,0809,0808,0208,0812,0808,0808,0208,0202,0208,0208,0202,0808,0809,0208,0202,0612,0609,0208,0808,0608,0308,0308,0000,0206,0108,0813,0408,0202,0608,0606,0208,0808,0608,0210,0812,0910,0208,0208,0000,0209,0204,0808,0808,0809,0609,0808,0808,0208,0808,0208,0809,0207,0206
6233,0101,0101,0101,0101,0303,0101,0101,0101,0101,0103,0101,0101,0101,0101,0101,0101,0000,0101,0000,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0404,0101,0102,0101,0101,0101,0101,0101,0101,0101,0101,0101,0102,0102,0101,0101,0101
6238,0303,0303,0303,0304,0303,0306,0306,0306,0606,0303,0000,0507,0304,0303,0303,0303,0303,0306,0303,0303,0303,0303,0303,0303,0606,0303,0303,0606,0306,0000,0303,0305,0000,0606,0303,0304,0303,0303,0000,0303,0607,0306,0306,0606,0303,0303,0303,0606,0306,0303,0303,0303,0606,0306,0606,0202,0000,0000,0606,0303,0303,0303,0303,0303,0303,0103
6239,0000,0505,0505,0505,0509,0505,0505,0505,0508,0505,0909,0000,0505,0505,0505,0505,0505,0509,0505,0000,0505,0000,0505,0205,0505,0508,0505,0505,0505,0505,0505,0000,0808,0505,0509,0505,0000,0505,0205,0505,0505,0505,0505,0509,0606,0505,0505,0707,0505,0505,0808,0505,0909,0909,0505,0909,0505,0505,0707,0809,0107,0809,0505,0505,0505,0505
6243,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0000,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0102,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101
6245,1010,1010,0810,0000,1010,1010,0000,1010,1010,1010,1010,1010,1011,1010,1010,1010,1010,0808,1010,1010,1010,0810,1010,1010,1011,0811,0810,0110,0810,0000,1010,0808,0810,0610,1212,1111,1010,0813,1010,0811,0310,0808,0000,1010,1010,1010,1010,0810,0202,1010,1010,1011,1010,1010,1010,0810,0000,1010,0410,1010,0000,0808,0000,0000,0710,0505
6249,0103,0808,0606,0808,0303,0606,0308,0303,0303,0303,0308,0306,0303,0303,0000,0303,0606,0606,0303,0303,0308,0808,0303,0303,0707,0303,0808,0808,0303,0000,0308,0000,0203,0303,0707,0303,0303,0303,0308,0303,0708,0308,0000,0808,0404,0303,0000,0000,0506,0303,0303,0306,0303,0808,0808,0808,0303,0108,0000,0303,0303,0808,0000,0307,0303,0308
6253,0306,0606,0303,0306,0306,0303,0303,0303,0303,0303,0103,0606,0306,0303,0303,0306,0303,0309,0303,0306,0606,0303,0303,0306,0000,0303,0306,0303,0103,0303,0306,0606,0000,0306,0303,0306,0308,0606,0306,0303,0303,0303,0306,0303,0303,0306,0606,0303,0303,0406,0303,0303,0203,0303,0305,0306,0303,0303,0606,0606,0307,0303,0303,0303,0306,0303
6260,0408,0809,0808,0000,1212,0808,0808,0000,0408,0808,0000,0808,0000,0000,0808,0000,0814,0808,0808,0308,0808,0808,0808,0813,0812,0000,0308,0814,0107,0508,0808,0808,0808,0508,0808,0308,0808,0808,0310,0811,0000,0508,0808,0808,0808,0811,0812,0408,0808,0305,1414,0808,0408,0808,0808,0808,0808,0808,0808,0808,0808,0808,0808,0811,0808,0808
6265,0404,0608,0000,0606,0000,0206,0606,1010,0409,0000,0610,0406,1010,0606,0000,0606,0000,1010,0610,0610,0406,0606,0610,0406,0606,0610,0610,0110,0606,0104,0404,1010,1010,0608,0606,0000,0610,0000,0608,0610,0606,0610,0410,0610,0000,0610,0000,0610,0610,1010,0607,0506,0000,0606,0606,0606,0606,0606,0606,0606,0610,0410,0609,0404,0608,0406
6268,1616,0216,1616,0223,1618,0913,0000,1216,0000,0216,0000,0116,0000,1416,1016,1616,1616,1616,1616,1616,0716,0000,1319,1416,0303,0000,1116,1618,2020,1116,0216,1628,0419,0226,1616,1616,0824,1416,1616,1314,1616,1927,1616,0614,1116,0225,0202,1616,1616,1616,0316,1617,1321,1016,0000,0216,1616,1616,1116,1616,1922,0000,1616,1316,1416,1616
6270,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0205,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0405,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0000,0000,0505,0505,0505,0505,0105,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505
6279,0104,0303,0303,0303,0101,0404,0303,0303,0303,0101,0303,0103,0000,0303,0000,0303,0000,0304,0404,0101,0303,0303,0303,0303,0103,0000,0303,0303,0303,0303,0000,0303,0101,0101,0103,0303,0303,0000,0101,0103,0101,0000,0303,0103,0303,0101,0404,0303,0303,0203,0101,0304,0303,0101,0304,0303,0103,0101,0000,0000,0103,0404,0000,0303,0404,0303
6283,0607,0405,0307,0304,0607,0306,0306,0406,0000,0306,0303,0406,0407,0304,0707,0000,0303,0203,0000,0306,0104,0406,0303,0303,0407,0000,0404,0404,0306,0404,0606,0607,0303,0303,0406,0707,0306,0607,0303,0307,0304,0000,0707,0707,0303,0305,0307,0306,0404,0606,0607,0707,0307,0407,0307,0000,0307,0000,0000,0607,0303,0606,0000,0306,0306,0303
6286,0204,0000,0101,0101,0104,0101,0000,0202,0404,0101,0000,0404,0101,0404,0101,0000,0404,0102,0202,0000,0000,0101,0101,0101,0404,0202,0101,0404,0102,0102,0101,0303,0101,0104,0202,0104,0102,0101,0103,0101,0103,0104,0101,0101,0101,0103,0102,0404,0404,0104,0101,0101,0404,0101,0101,0101,0202,0101,0000,0101,0102,0104,0202,0505,0104,0404
6290,0105,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0405,0405,0505,0505,0505,0505,0505,0505,0105,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0305,0505,0505,0505,0505,0505,0505,0505,0105,0205,0505,0505,0505,0505,0505,0305,0505,0000,0505,0505,0505
6291,1111,1111,1119,1019,1111,0611,0000,0204,1018,0116,1010,0211,0000,1010,0000,0310,1818,1313,0000,0000,0721,1111,0919,1623,1010,0000,1818,0810,0210,1010,1111,1017,0303,1212,1010,1010,0910,0203,1011,0405,0808,1520,1010,1122,0511,1010,0202,1818,0218,1010,0202,1018,1414,1011,1919,1818,1111,1011,1019,1011,1118,1010,1010,1818,0118,2424
6294,0202,0406,0306,0606,0606,0606,0606,0000,0406,0606,0306,0206,0606,0606,0606,0606,0406,0606,0606,0606,0000,0606,0606,0406,0606,0606,0606,0606,0606,0606,0606,0607,0609,0606,0202,0606,0606,0606,0606,0000,0606,0608,0606,0506,0606,0606,0606,0606,0000,0606,0606,0606,0606,0101,0606,0606,0606,0306,0606,0606,0606,0606,0000,0000,0606,0606
6297,0303,0303,0304,0404,0606,0307,0303,0306,0000,0311,0404,0304,0303,0303,0304,0303,0000,0505,0311,0305,0405,0000,0303,0404,0404,0404,0304,1111,0304,0303,0303,0311,0311,0303,0308,0304,0303,0305,0303,0303,0405,0309,0303,0404,0103,1010,0303,0303,0505,1111,0000,0000,0305,0304,0303,0303,0303,0303,0303,0305,1111,0000,0303,0303,0404,0303
6300,0707,0505,0707,0209,0808,0909,0808,0708,0808,0505,0707,0505,0909,0708,0000,0707,0809,0508,0505,0505,0407,0809,0505,0207,0505,0505,0506,0505,0107,0707,0505,0507,0707,0303,0205,0707,0505,0505,0809,0909,0709,0507,0708,0505,0505,0509,0205,1111,0505,0909,0510,0000,0000,0808,0508,0709,0202,0707,0505,1111,0505,0209,0505,0508,0808,0505
6303,0707,1825,0726,1515,1616,0304,0124,0000,0707,0000,0101,1215,1616,1212,2525,2525,2626,0000,1515,2525,1515,1616,1212,0303,0000,0000,1616,0000,0405,0607,0708,0000,0210,1622,0426,0000,1416,1826,1925,2525,1111,0303,1313,1621,0112,0000,2626,2020,0425,2626,0707,0000,1725,0404,0726,1616,0325,0725,0412,0000,0909,1313,0000,1523,0707,0000
